sigma_tp,diameter,epoch_mjd,ad,producer,rms,H_sigma,closeness,K2,K1,M1,two_body,full_name,M2,sigma_per,equinox,DT,diameter_sigma,saved,albedo,moid_ld,pha,neo,sigma_ad,PC,profit,spkid,sigma_w,sigma_i,per,id,A1,data_arc,A3,score,per_y,sigma_n,epoch_cal,orbit_id,sigma_a,sigma_om,A2,sigma_e,condition_code,rot_per,prov_des,G,last_obs,H,price,IR,spec_T,epoch,n_obs_used,moid,extent,spec_B,e,GM,tp_cal,pdes,class,UB,a,t_jup,om,ma,name,i,tp,prefix,BV,spec,q,w,moid_jup,n,sigma_ma,first_obs,n_del_obs_used,sigma_q,n_dop_obs_used
8.6169e-05,65.527,58200.0,2.973701425742407,Otto Matic,0.47684,,2648.8882338891026,,,,,524 Fidelio (1904 NN),,8.8224e-06,J2000,,0.957,-2.6996251249632403e+17,0.048,514.3192886,N,N,1.1194e-08,,0.0,2000524.0,3.3549e-05,4.4961e-06,1562.43312350918,a0000524,,41503.0,,0.0,4.27770875704088,1.301e-09,20180323.0,JPL 71,9.9196e-09,2.8037e-05,,3.5858e-08,0.0,14.198,1904 NN,,2017-10-31,9.83,0.0,,XC,2458200.5,2198.0,1.32158,,,0.1284838652905707,,20180714.4900052,524.0,MBA,0.316,2.635129767652208,3.372,326.6931641612326,333.8507836002138,Fidelio,8.227457691936028,2458313.990005158,,0.722,?,2.296558109562008,80.00084839282594,2.42873,0.2304098617619231,1.9802e-05,1904-03-15,,9.4972e-08,
7.0006e-05,9.326,58200.0,2.475968176387554,Otto Matic,0.45855,,2670.772437688269,,,,,525 Adelaide (1908 EKa),,5.3807e-06,J2000,,0.239,-778267399713953.8,0.221,405.3828222,N,N,7.2259e-09,,0.0,2000525.0,4.6252e-05,3.9521e-06,1229.141328485872,a0000525,,39605.0,,0.0,3.36520555369164,1.2822e-09,20180323.0,JPL 27,6.5537e-09,4.1837e-05,,3.8578e-08,0.0,19.967,1908 EKa,,2017-03-29,12.53,0.0,,SU,2458200.5,1953.0,1.04166,,,0.1025783535925861,,20170112.7819806,525.0,MBA,0.56,2.245616529945453,3.617,203.4083009907133,127.1769839427365,Adelaide,5.995394345514153,2457766.281980566,,0.95,?,2.015264883503352,264.4570874386283,2.63592,0.2928873935460855,2.063e-05,1908-10-22,,8.6635e-08,
8.9537e-05,44.84,58200.0,3.541751243389396,Otto Matic,0.50019,,2636.661800462447,,,,,526 Jena (1904 NQ),,1.3682e-05,J2000,,0.223,-4.1349023376786504e+16,0.077,668.3683414,N,N,1.6028e-08,,5247642545440951.0,2000526.0,0.00010185,4.1611e-06,2015.595437375642,a0000526,,42477.0,,131.85309002312235,5.51839955475877,1.2124e-09,20180323.0,JPL 31,1.4131e-08,0.00010083,,3.676e-08,0.0,9.474,1904 NQ,,2018-01-27,10.17,7.000825454455841e+16,,B,2458200.5,2541.0,1.71742,,,0.1341785475744866,,20190602.7244434,526.0,MBA,0.367,3.122745753711934,3.201,137.7706263348348,281.9978390934359,Jena,2.173348294587317,2458637.2244434133,,0.643,B,2.703740264034471,357.4022689566231,1.49574,0.1786072707471145,1.5754e-05,1901-10-11,,1.1474e-07,
8.1277e-05,52.627,58200.0,3.134602362628337,Otto Matic,0.47489,,2645.9220166642854,,,,,527 Euryanthe (1904 NR),,1.0661e-05,J2000,,0.36,-9.52582323216754e+16,0.039,508.7930746,N,N,1.3553e-08,,8767577309465804.0,2000527.0,3.0159e-05,4.1622e-06,1643.876340226391,a0000527,,41495.0,,132.31610083321428,4.50068813203666,1.4203e-09,20180323.0,JPL 27,1.1786e-08,2.6077e-05,,4.1118e-08,0.0,26.06,1904 NR,,2017-10-29,10.4,1.1333997326620186e+17,,,2458200.5,2166.0,1.30738,,Cb,0.1499226930634618,,20180107.5795037,527.0,MBA,,2.725924430865498,3.32,120.5142507235315,16.29768493092956,Euryanthe,9.659804930154914,2458126.0795037267,,,Cb,2.317246499102658,203.8960586535418,2.17631,0.2189945747077433,1.7833e-05,1904-03-21,,1.1465e-07,
0.00071318,91.966,58200.0,3.465612535660801,Otto Matic,0.46753,,2628.854282014771,,,,,528 Rezia (1904 NS),,2.3541e-05,J2000,,0.361,-7.463190001870779e+17,0.046,908.984369,N,N,2.3786e-08,,0.0,2000528.0,0.00011284,5.3621e-06,2286.592954867849,a0000528,,41380.0,,0.0,6.26035032133566,1.6209e-09,20180323.0,JPL 37,2.3314e-08,2.0932e-05,,5.2163e-08,0.0,7.337,1904 NS,,2017-07-05,9.14,0.0,,,2458200.5,1950.0,2.3357,,,0.02028080556279719,,20200814.9601631,528.0,OMB,,3.396724231961939,3.108,49.54036025349529,222.0892896428815,Rezia,12.70990503101061,2459076.460163065,,,?,3.327835928263077,347.5032905985347,1.65034,0.1574394774695725,0.00011208,1904-03-20,,1.7232e-07,
0.00013667,32.01,58200.0,3.306957874086937,Otto Matic,0.46675,,2636.5810165333887,,,,,529 Preziosa (1904 NT),,1.5026e-05,J2000,,1.5,-3.147020906493246e+16,0.1632,675.9610481,N,N,1.7317e-08,,0.0,2000529.0,3.5699e-05,5.4551e-06,1912.942357655991,a0000529,,42069.0,,0.0,5.23735073964679,1.4783e-09,20180323.0,JPL 29,1.5793e-08,2.4622e-05,,4.8664e-08,0.0,27.0,1904 NT,,2018-02-27,10.06,0.0,,S,2458200.5,1867.0,1.73693,,,0.09654474536264762,,20170620.3593057,529.0,MBA,0.471,3.015798386771043,3.213,65.2035745285654,51.87330896530045,Preziosa,11.02546107949884,2457924.8593056905,,0.796,?,2.724638899455149,333.4515249718593,2.08139,0.1881917657158908,2.5786e-05,1902-12-24,,1.465e-07,
7.354e-05,84.85,58200.0,3.884237937590724,Otto Matic,0.48788,,2636.970359260927,,,,,530 Turandot (1904 NV),,1.6517e-05,J2000,,2.6,-3.9691985918584666e+17,0.0472,574.2514686,N,N,2.06e-08,,3.581150704932355e+16,2000530.0,3.0438e-05,4.4658e-06,2076.190194630328,a0000530,,41593.0,,131.86851796304637,5.68429895860459,1.3794e-09,20180323.0,JPL 26,1.6892e-08,2.8871e-05,,3.8328e-08,0.0,19.96,1904 NV,,2018-02-26,9.29,4.756831822169792e+17,,F,2458200.5,2352.0,1.47558,,,0.2195324288122359,,20201021.8163274,530.0,MBA,0.304,3.185022264126079,3.143,129.1671406055422,196.3474219459488,Turandot,8.561074381231451,2459144.3163274494,,0.664,C,2.485806590661434,199.9869201493625,1.47437,0.1733945189275393,1.2074e-05,1904-04-12,,1.2085e-07,
5.2813e-05,17.804,58200.0,3.335851308360364,Otto Matic,0.43428,,2640.6514917022837,,,,,531 Zerlina (1904 NW),,1.1825e-05,J2000,,0.178,-2588339270070334.5,0.101,521.760219,N,N,1.5476e-08,,238807227711403.6,2000531.0,1.3708e-05,5.5536e-06,1699.231321294762,a0000531,,41563.0,,132.0525745851142,4.65224181052638,1.4744e-09,20180323.0,JPL 24,1.2929e-08,7.6284e-06,,4.8172e-08,0.0,16.706,1904 NW,,2018-01-27,12.0,4382331181453966.5,,,2458200.5,1625.0,1.3407,,B,0.1970270531735136,,20160430.8429615,531.0,MBA,,2.786780214796716,3.057,197.7276040860308,146.4288768327761,Zerlina,33.99253814381256,2457509.34296151,,,B,2.237709121233067,57.77252282100876,1.89462,0.2118605015623718,1.1396e-05,1904-04-12,,1.333e-07,
5.3941e-05,167.791,58200.0,3.260326789308631,Otto Matic,0.43664,,2642.405096170684,,,,,532 Herculina (1904 NY),,4.9236e-06,J2000,,0.89,-6.141689945493758e+18,0.285,527.0840646,N,N,6.3432e-09,,6.035717871949323e-38,2000532.0,1.467e-05,3.1335e-06,1687.097472969726,a0000532,,41585.0,,1.6757680615262642e-48,4.61902114433874,6.2274e-10,20180323.0,JPL 101,5.3961e-09,1.1253e-05,,2.7366e-08,0.0,9.405,1904 NY,0.26,2018-02-26,5.81,8.37884030763132e-37,,S,2458200.5,3457.0,1.35438,,S,0.1755288725923274,,20190709.6195805,532.0,MBA,0.429,2.773497840268965,3.256,107.5339022600996,258.9370491663154,Herculina,16.31314781991795,2458674.119580451,,0.857,S,2.286668891229299,76.21379048971795,1.9663,0.213384232842402,1.137e-05,1904-04-20,,7.6178e-08,
0.00025061,30.819,58200.0,3.115342825916755,Otto Matic,0.51777,,2637.37158226065,,,,,533 Sara (1904 NZ),,1.4547e-05,J2000,,0.43,-3.805726105692582e+16,0.252,716.3101937,N,N,1.6085e-08,,3.7540061672164225e-40,2000533.0,6.148e-05,5.2992e-06,1878.294531498589,a0000533,,42239.0,,1.038397300325398e-50,5.14249016152933,1.4844e-09,20180323.0,JPL 31,1.5383e-08,3.7875e-05,,4.7495e-08,0.0,11.654,1904 NZ,,2017-07-05,9.6,5.19198650162699e-39,,S,2458200.5,2187.0,1.84061,,S,0.04567245285229257,,20170716.7866576,533.0,MBA,0.386,2.979272158713754,3.248,180.3285401399465,47.76503458936598,Sara,6.556681515080104,2457951.286657594,,0.871,S,2.843201491510752,33.08006346725369,1.84764,0.1916632317045483,4.8053e-05,1901-11-12,,1.445e-07,
0.00020626,32.333,58200.0,3.051315337424702,Otto Matic,0.47882,,2640.4299701991263,,,,,534 Nassovia (1904 OA),,1.3155e-05,J2000,,0.322,-4.394605628544932e+16,0.213,672.6725616,N,N,1.4967e-08,,4.490539397882954e-40,2000534.0,9.6661e-05,4.7537e-06,1787.917330623265,a0000534,,41319.0,,1.1990738413492312e-50,4.89505087097403,1.4815e-09,20180323.0,JPL 29,1.4141e-08,8.6989e-05,,4.6801e-08,0.0,9.382,1904 OA,,2017-06-05,9.77,5.995369206746156e-39,,S,2458200.5,2261.0,1.72848,,Sq,0.05841118456483225,,20200128.1209943,534.0,MBA,0.39,2.882920534025966,3.289,94.09438614882005,223.8619617504499,Nassovia,3.275185274201566,2458876.620994287,,0.834,Sq,2.71452573062723,339.233442439007,2.10875,0.2013515915047955,4.1544e-05,1904-04-20,,1.3282e-07,
0.00043644,79.299,58200.0,2.630780792832907,Otto Matic,0.46113,,2648.126611811235,,,,,535 Montague (1904 OC),,7.7452e-06,J2000,,0.978,-3.2400403645222886e+17,0.054,594.8346699,N,N,9.03e-09,,2.980058317882205e+16,2000535.0,0.00010833,4.9551e-06,1504.313602543365,a0000535,,41568.0,,132.42633059056175,4.11858618081688,1.2321e-09,20180323.0,JPL 52,8.8192e-09,3.0304e-05,,3.5065e-08,0.0,10.2482,1904 OC,,2018-02-26,9.4,3.882982106939085e+17,,C,2458200.5,2482.0,1.52847,,,0.02390113710299862,,20181025.0418131,535.0,MBA,0.419,2.569369929870744,3.42,84.8031718362698,308.2986442589588,Montague,6.777861671983079,2458416.5418130867,,0.752,C,2.507959066908581,65.00751387606367,2.36404,0.2393118026662412,0.00010439,1904-05-07,,9.2891e-08,
0.00019506,147.066,58200.0,3.801313328767521,Otto Matic,0.4759,,2627.387020116112,,,,,536 Merapi (1904 OF),,1.9963e-05,J2000,,5.524,-3.0519642821699185e+18,0.048,877.0451871,N,N,2.115e-08,,0.0,2000536.0,3.156e-05,5.5725e-06,2391.994211021247,a0000536,,41532.0,,0.0,6.54892323345995,1.2561e-09,20180323.0,JPL 91,1.9475e-08,1.2112e-05,,4.1883e-08,0.0,8.78,1904 OF,,2018-01-27,8.2,0.0,,X,2458200.5,1873.0,2.25363,,,0.08599010993740545,,20170816.2800791,536.0,OMB,0.294,3.500320393329017,3.028,59.22853167763057,32.91779351526938,Merapi,19.42485622925343,2457981.7800790886,,0.694,?,3.199327457890512,295.6732251477507,1.67486,0.1505020364770449,2.9369e-05,1904-05-13,,1.4328e-07,
5.1821e-05,40.732,58200.0,3.777949654079921,Otto Matic,0.50164,,2639.431662527855,,,,,537 Pauly (1904 OG),,1.4467e-05,J2000,,0.845,-6.484101595211545e+16,0.322,528.3877841,N,N,1.8496e-08,,0.0,2000537.0,2.6373e-05,5.1009e-06,1969.913645811218,a0000537,,42255.0,,0.0,5.39332962576651,1.3421e-09,20180323.0,JPL 31,1.5057e-08,2.4786e-05,,4.3696e-08,0.0,16.168,1904 OG,,2017-11-02,8.8,0.0,,DU,2458200.5,2030.0,1.35773,,,0.2284486053722855,,20170711.6224155,537.0,MBA,,3.075382753139274,3.167,120.1844481425664,46.48728162371849,Pauly,9.871589906169934,2457946.1224154797,,,?,2.372815852198628,187.3273786048717,1.49342,0.1827491274886573,9.5198e-06,1902-02-24,,1.3509e-07,
7.039e-05,70.64,58200.0,3.695132406451144,Otto Matic,0.4808,,2636.2709025942304,,,,,538 Friederike (1904 OK),,1.4343e-05,J2000,,0.353,-3.382164114992404e+17,0.065,633.2146153,N,N,1.7224e-08,,0.0,2000538.0,4.0478e-05,4.3969e-06,2051.36863831588,a0000538,,41401.0,,0.0,5.61634124111124,1.2271e-09,20180323.0,JPL 41,1.4728e-08,3.8802e-05,,4.3531e-08,0.0,46.728,1904 OK,,2017-11-25,9.5,0.0,,,2458200.5,2315.0,1.62709,,,0.1694988930513048,,20171125.1971903,538.0,MBA,,3.159586065798048,3.173,141.1694658156271,20.67352045505801,Friederike,6.51952744771312,2458082.697190264,,,?,2.624039725144951,227.6731487219582,1.77654,0.1754925922507768,1.2403e-05,1904-07-20,,1.4278e-07,
5.9415e-05,68.356,58200.0,3.321380314195979,Otto Matic,0.50253,,2651.0313270263428,,,,,539 Pamina (1904 OL),,9.4852e-06,J2000,,0.726,-2.075282443157878e+17,0.052,454.0874477,N,N,1.2691e-08,,2.03373976448755e+16,2000539.0,4.1048e-05,4.665e-06,1654.978073094291,a0000539,,41213.0,,132.57156635131716,4.53108302010757,1.2467e-09,20180323.0,JPL 33,1.0462e-08,3.9682e-05,,4.1955e-08,0.0,13.903,1904 OL,,2017-06-03,10.0,2.4870938898981837e+17,,,2458200.5,1900.0,1.16681,,Ch,0.2129867654172212,,20180522.1224732,539.0,MBA,,2.738183473134227,3.308,274.2912162402745,346.9218265099203,Pamina,6.798582190749268,2458260.6224732283,,,Ch,2.154986632072476,97.53623968714152,2.21759,0.2175255405812795,1.2889e-05,1904-08-02,,1.1458e-07,
9.0331e-05,19.152,58200.0,2.417784181929445,Otto Matic,0.49442,,2672.142175026995,,,,,540 Rosamunde (1904 ON),,4.9814e-06,J2000,,0.12,-6740389677223345.0,0.331,398.5684555,N,N,6.6502e-09,,0.0,2000540.0,4.8326e-05,4.2594e-06,1207.384903089416,a0000540,,41480.0,,0.0,3.30563970729477,1.2302e-09,20180323.0,JPL 28,6.1035e-09,4.1075e-05,,3.4716e-08,0.0,9.351,1904 ON,,2018-02-26,10.76,0.0,,S,2458200.5,2500.0,1.02415,,,0.0895637749802397,,20190207.8804285,540.0,MBA,0.5,2.2190386992017,3.64,202.1704091788421,264.0265006136432,Rosamunde,5.583283403965196,2458522.3804284884,,0.93,?,2.020293216473955,337.7200812277091,2.54721,0.2981650665656363,2.6797e-05,1904-08-03,,7.718e-08,
0.00020779,60.147,58200.0,2.95523753829204,Otto Matic,0.49635,,2641.5651902186846,,,,,541 Deborah (1904 OO),,1.0491e-05,J2000,,0.714,-9.97953616432649e+16,0.055,645.5279541,N,N,1.1982e-08,,1.2599018554114486e+16,2000541.0,5.9416e-05,4.3266e-06,1725.055830260161,a0000541,,41323.0,,132.09825951093424,4.7229454627246,1.2692e-09,20180323.0,JPL 31,1.1413e-08,4.0536e-05,,3.9372e-08,0.0,29.368,1904 OO,,2017-09-23,10.1,1.689640651636332e+17,,,2458200.5,2342.0,1.65873,,B,0.04983869440305859,,20170409.2561704,541.0,MBA,,2.814944385310923,3.31,267.6386605144522,72.57027655223278,Deborah,6.002125165391384,2457852.756170361,,,B,2.674651232329807,358.0802039992243,2.09717,0.208688897880892,4.3392e-05,1904-08-04,,1.1289e-07,
0.00010863,42.117,58200.0,3.315082770064397,Otto Matic,0.50983,,2639.7197904556624,,,,,542 Susanna (1904 OQ),,1.2881e-05,J2000,,0.402,-7.168278860156788e+16,0.217,585.2104958,N,N,1.5736e-08,,0.0,2000542.0,2.7504e-05,4.1795e-06,1809.019285203365,a0000542,,41350.0,,0.0,4.95282487393118,1.417e-09,20180323.0,JPL 101,1.3792e-08,2.0643e-05,,3.6825e-08,0.0,10.069,1904 OQ,,2017-11-02,9.36,0.0,,S,2458200.5,2179.0,1.50374,,,0.1409445275950344,,20181029.6615624,542.0,MBA,0.38,2.905559989890278,3.238,152.9622328829183,316.0877193905642,Susanna,12.074767375,2458421.1615624437,,0.795,?,2.49603720971616,216.8261216317256,2.15624,0.1990028536149794,2.1445e-05,1904-08-17,,1.0927e-07,
8.6402e-05,45.613,58200.0,3.530411072937983,Otto Matic,0.48199,,2637.5937132853915,,,,,543 Charlotte (1904 OT),,1.369e-05,J2000,,2.352,1.7813681925259094e+17,0.144,626.4586241,N,N,1.6494e-08,,923610281737544.8,2000543.0,3.4545e-05,4.9709e-06,1953.471842429797,a0000543,,41441.0,,131.89968566426958,5.34831442143682,1.2915e-09,20180323.0,JPL 36,1.4288e-08,3.0576e-05,,3.9797e-08,0.0,10.718,1904 OT,,2018-02-27,9.5,1.2449403415012872e+16,,,2458200.5,1951.0,1.60973,,Xe,0.154390623982286,,20170808.1391245,543.0,MBA,,3.0582464891816,3.2,294.9636839458441,41.80757225282807,Charlotte,8.47815639985304,2457973.639124455,,,Xe,2.586081905425217,109.4465544042851,1.91855,0.1842872736533634,1.5992e-05,1904-09-12,,1.2148e-07,
6.9275e-05,27.169,58200.0,2.987718048914378,Otto Matic,0.48668,,2651.7524976716654,,,,,544 Jetta (1904 OU),,9.1161e-06,J2000,,0.173,-1.9242591794148856e+16,0.262,459.8393803,N,N,1.1911e-08,,0.0,2000544.0,3.3739e-05,4.5002e-06,1524.47291063445,a0000544,,41440.0,,0.0,4.17377935834209,1.4121e-09,20180323.0,JPL 30,1.0334e-08,3.0155e-05,,3.9666e-08,0.0,7.745,1904 OU,,2018-02-26,10.0,0.0,,,2458200.5,2053.0,1.18159,,,0.1525472909644103,,20160707.8518712,544.0,MBA,,2.592273716087053,3.388,298.3059602106541,147.1546819839986,Jetta,8.370149038494723,2457577.351871229,,,?,2.196829383259728,343.3983644761807,2.1747,0.2361471938849845,1.659e-05,1904-09-12,,1.0157e-07,
8.0771e-05,112.631,58200.0,3.744813932210621,Otto Matic,0.49089,,2634.30627013568,,,,,545 Messalina (1904 OY),,1.7062e-05,J2000,,1.223,-9.337927482907983e+17,0.041,642.5274534,N,N,2.035e-08,,7.967589896790306e+16,2000545.0,2.2482e-05,4.9002e-06,2093.081503471236,a0000545,,41303.0,,131.735313506784,5.73054484181037,1.402e-09,20180323.0,JPL 40,1.7402e-08,1.7698e-05,,3.6959e-08,0.0,7.2,1904 OY,,2017-11-02,8.84,1.1110435554804005e+18,,CD,2458200.5,2092.0,1.65102,,Cb,0.1694233697971644,,20170613.8869494,545.0,OMB,0.343,3.202273897485182,3.142,333.6342345645038,48.52209436620492,Messalina,11.20286560732914,2457918.386949368,,0.686,Cb,2.659733862759743,330.7823860192977,1.58622,0.1719952134701702,1.3828e-05,1904-10-03,,1.2218e-07,
0.00011646,65.945,58200.0,2.898347756723259,Otto Matic,0.44842,,2646.0558113938278,,,,,546 Herodias (1904 PA),,1.0231e-05,J2000,,1.505,-2.7516185172120794e+17,0.054,528.0959066,N,N,1.2924e-08,,0.0,2000546.0,3.1238e-05,6.137e-06,1529.509572264058,a0000546,,41377.0,,0.0,4.18756898634923,1.5743e-09,20180323.0,JPL 29,1.1585e-08,1.7101e-05,,4.1653e-08,0.0,10.77,1904 PA,,2018-01-25,9.7,0.0,,TDG,2458200.5,1806.0,1.35698,,,0.1156157696665172,,20190111.1530486,546.0,MBA,0.375,2.597980268412341,3.36,21.78845233624009,290.7653254133756,Herodias,14.85402489588601,2458494.6530486466,,0.766,?,2.297612780101423,108.6022999066449,2.20095,0.2353695632431445,2.7237e-05,1904-10-13,,1.0968e-07,
4.8142e-05,52.462,58200.0,3.430221556244786,Otto Matic,0.52568,,2643.8851273175273,,,,,547 Praxedis (1904 PB),,1.062e-05,J2000,,1.716,2.710330870011861e+17,0.101,440.9335017,N,N,1.4358e-08,,1395777780003037.0,2000547.0,1.6334e-05,4.912e-06,1691.388694370542,a0000547,,41405.0,,132.21425636587637,4.63076986822873,1.3364e-09,20180323.0,JPL 27,1.1629e-08,1.4093e-05,,4.3207e-08,0.0,9.105,1904 PB,,2018-02-24,9.52,1.8941621687482616e+16,,XD,2458200.5,2026.0,1.13301,,Xk,0.2346925874066274,,20200324.888087,547.0,MBA,0.254,2.778198874142178,3.232,193.1857917396716,204.0100065708515,Praxedis,16.87941600719104,2458933.3880870026,,0.761,Xk,2.126176192039571,195.8969494665461,2.03093,0.2128428558132084,9.748e-06,1904-10-15,,1.1727e-07,
4.643e-05,14.008,58200.0,2.705485398555017,Otto Matic,0.49981,,2684.819031062006,,,,,548 Kressida (1904 PC),,5.9453e-06,J2000,,1.939,-2637369654189699.0,0.282,339.72867569,N,N,8.518e-09,,0.0,2000548.0,7.099e-05,3.9655e-06,1258.896691144504,a0000548,,41285.0,,0.0,3.44667129676798,1.3505e-09,20180323.0,JPL 23,7.1838e-09,6.995e-05,,3.6914e-08,0.0,11.9404,1904 PC,,2017-10-27,11.26,0.0,,S,2458200.5,1994.0,0.872957,,,0.1857252937212807,,20181019.497869,548.0,MBA,0.489,2.281713490368515,3.579,108.4246912037322,299.8050424896051,Kressida,3.872506916779397,2458410.9978689817,,0.882,?,1.857941582182014,320.2694437341976,2.58417,0.2859646883913184,1.3172e-05,1904-10-15,,8.412e-08,
5.0923e-05,15.53,58200.0,3.376641087385244,Otto Matic,0.48692,,2661.0218707275953,,,,,549 Jessonda (1904 PK),,1.0223e-05,J2000,,0.645,-3593825391686301.0,0.289,391.5867457,N,N,1.4334e-08,,0.0,2000549.0,7.231e-05,4.825e-06,1605.496331164664,a0000549,,41255.0,,0.0,4.39560939401688,1.4278e-09,20180323.0,JPL 26,1.1391e-08,7.1746e-05,,4.2639e-08,0.0,2.962,1904 PK,,2017-10-29,11.01,0.0,,S,2458200.5,1949.0,1.00621,,,0.2583775846770678,,20190525.0683374,549.0,MBA,0.361,2.683329017062694,3.323,291.4146219235069,264.0143546512628,Jessonda,3.960488765454905,2458628.5683373665,,0.827,?,1.990016946740145,158.0954974833928,1.85007,0.2242297244857905,1.1052e-05,1904-11-16,,1.14e-07,
5.1152e-05,37.434,58200.0,3.165126095396431,Otto Matic,0.45899,,2655.399987253533,,,,,550 Senta (1904 PL),,8.4529e-06,J2000,,0.166,-5.033166689175949e+16,0.225,392.9916494,N,N,1.1731e-08,,0.0,2000550.0,3.0862e-05,5.2668e-06,1520.445111525822,a0000550,,42769.0,,0.0,4.16275184538213,1.3163e-09,20180323.0,JPL 29,9.5909e-09,2.8728e-05,,4.6337e-08,0.0,20.555,1904 PL,,2018-01-24,9.37,0.0,,S,2458200.5,1878.0,1.00982,,,0.2231399090397734,,20160518.3634166,550.0,MBA,0.39,2.587705684365425,3.364,270.6947001618543,159.4987995308391,Senta,10.11084178162607,2457526.863416553,,0.85,?,2.01028527333442,45.27471194770177,2.15445,0.2367727695468907,1.2378e-05,1900-12-20,,1.1806e-07,
9.1407e-05,81.113,58200.0,3.329821057040623,Otto Matic,0.49708,,2640.2880738776416,,,,,551 Ortrud (1904 PM),,1.1244e-05,J2000,,0.711,-3.467517658850904e+17,0.04,628.8481279,N,N,1.3378e-08,,3.179053304525533e+16,2000551.0,0.00056384,4.2962e-06,1865.706995244058,a0000551,,41373.0,,132.0344036938821,5.10802736548681,1.1629e-09,20180323.0,JPL 31,1.1916e-08,0.00056353,,3.4534e-08,0.0,13.05,1904 PM,,2018-02-25,9.57,4.1555991623575174e+17,,XC,2458200.5,2706.0,1.61587,,C,0.1226840518140275,,20170503.3386681,551.0,MBA,0.289,2.965946698592818,3.253,5.991109946467787,62.45250716866448,Ortrud,0.3971064786482452,2457876.8386680693,,0.673,C,2.602072340145013,68.01539313433567,1.92045,0.1929563435832579,1.7692e-05,1904-11-17,,1.0189e-07,
0.00018527,88.697,58200.0,3.428926028588352,Otto Matic,0.4968,,2634.308959526045,,,,,552 Sigelinde (1904 PO),,1.7214e-05,J2000,,0.966,-6.69529008659432e+17,0.036,721.8402994,N,N,1.9279e-08,,0.0,2000552.0,4.5482e-05,4.6227e-06,2041.146604433087,a0000552,,41344.0,,0.0,5.58835483759914,1.4875e-09,20180323.0,JPL 26,1.7706e-08,3.4462e-05,,4.0439e-08,0.0,17.156,1904 PO,,2018-01-27,9.6,0.0,,,2458200.5,2112.0,1.85482,,,0.0888655767654264,,20191007.1790387,552.0,MBA,,3.149081118694455,3.188,266.9369574172403,260.6712925575004,Sigelinde,7.698531954053882,2458763.679038664,,,?,2.869236208800558,348.5991645313906,1.64006,0.1763714567185571,3.2374e-05,1904-11-17,,1.2877e-07,
6.6768e-05,9.01,58200.0,2.476860505049598,Otto Matic,0.43577,,2674.1172155155627,,,,,553 Kundry (1904 PP),,5.8064e-06,J2000,,0.099,-950946914804397.1,0.287,388.21458765,N,N,7.8779e-09,,1.1472839083881473e-41,2000553.0,5.0103e-05,4.4808e-06,1217.045972538074,a0000553,,41334.0,,2.5946709817309613e-52,3.33209027388932,1.4112e-09,20180323.0,JPL 24,7.0955e-09,4.5816e-05,,4.1308e-08,0.0,12.605,1904 PP,,2018-02-26,12.2,1.2973354908654806e-40,,,2458200.5,1987.0,0.997545,,S,0.1102714620304981,,20180221.803831,553.0,MBA,,2.230860280349672,3.628,72.37267539634666,8.636174058100435,Kundry,5.389805413423254,2458171.303830957,,,S,1.984860055649747,354.3768876697031,2.76849,0.2957981934316272,1.9748e-05,1904-12-27,,9.3806e-08,
4.6999e-05,95.87,58200.0,2.739322955986097,Otto Matic,0.53502,,2669.976406058111,,,,,554 Peraga (1905 PS),,4.5009e-06,J2000,,4.1,-5.725263385121459e+17,0.0496,398.3660871,N,N,6.1494e-09,,6.04273855376145e+16,2000554.0,6.4236e-05,3.7048e-06,1336.643123340672,a0000554,,44366.0,,133.51882030290557,3.65952942735297,9.0692e-10,20180323.0,JPL 101,5.3309e-09,6.3035e-05,,2.9559e-08,0.0,13.7128,1905 PS,,2018-02-26,9.2,6.861363680948422e+17,,FC,2458200.5,2180.0,1.02363,,Ch,0.1535379210463726,,20180117.3655593,554.0,MBA,0.342,2.374714264704243,3.525,295.4218264835483,17.40808616966383,Peraga,2.93448851810854,2458135.8655592524,,0.676,Ch,2.010105573422388,127.2560858068885,2.56327,0.2693314271503166,1.2675e-05,1896-09-07,,7.0878e-08,
8.6869e-05,31.04,58200.0,3.662806844404108,Otto Matic,0.50188,,2635.652684019858,,,,,555 Norma (1905 PT),,1.5164e-05,J2000,,0.15,-1.3716192840989656e+16,0.119,671.4194342,N,N,1.7821e-08,,1736159746548545.0,2000555.0,9.8395e-05,4.5031e-06,2077.777869260782,a0000555,,41314.0,,131.8026342009929,5.68864577484129,1.2645e-09,20180323.0,JPL 23,1.5504e-08,9.7093e-05,,3.7235e-08,0.0,19.508,1905 PT,,2018-02-25,10.8,2.322296009374044e+16,,,2458200.5,2135.0,1.72526,,B,0.1494239025437624,,20171207.4878978,555.0,MBA,,3.186645793860766,3.179,130.4300967669087,18.28124043979682,Norma,2.646230044316328,2458094.987897754,,,B,2.710484743317425,356.5455239514408,1.40214,0.173262024456964,1.5043e-05,1905-01-15,,1.1984e-07,
