sigma_tp,diameter,epoch_mjd,ad,producer,rms,H_sigma,closeness,K2,K1,M1,two_body,full_name,M2,sigma_per,equinox,DT,diameter_sigma,saved,albedo,moid_ld,pha,neo,sigma_ad,PC,profit,spkid,sigma_w,sigma_i,per,id,A1,data_arc,A3,score,per_y,sigma_n,epoch_cal,orbit_id,sigma_a,sigma_om,A2,sigma_e,condition_code,rot_per,prov_des,G,last_obs,H,price,IR,spec_T,epoch,n_obs_used,moid,extent,spec_B,e,GM,tp_cal,pdes,class,UB,a,t_jup,om,ma,name,i,tp,prefix,BV,spec,q,w,moid_jup,n,sigma_ma,first_obs,n_del_obs_used,sigma_q,n_dop_obs_used
3.9031e-05,52.929,58200.0,3.831986643650062,Otto Matic,0.5116,,2641.975574459091,,,,,33 Polyhymnia,,7.2712e-06,J2000,,2.304,-45446000000.0,0.24,355.0864914,N,N,1.0427e-08,,3.99415102474228e-46,2000033.0,0.00014264,4.9583e-06,1781.55764953274,a0000033,,59172.0,,1.2400000000000004e-56,4.87763901309443,8.2473e-10,20180323.0,JPL 33,7.8256e-09,0.00014254,,4.6055e-08,0.0,18.608,,0.33,2018-01-27,8.55,6.200000000000001e-45,,S,2458200.5,2506.0,0.91242,,Sq,0.3323643928333047,0.41372600000000004,20190724.3046939,33.0,MBA,0.438,2.876080045565651,3.211,8.594804343399678,261.3280934984903,Polyhymnia,1.856677078281391,2458688.8046939494,,0.848,Sq,1.92017344748124,338.1564969545473,1.59061,0.2020703624687191,7.7054e-06,1856-01-25,,1.3152e-07,
8.2096e-05,132.992,58200.0,2.970224460949523,Otto Matic,0.52619,,2642.0254891166815,,,,,34 Circe,,5.5641e-06,J2000,,1.033,-26221473900.000004,0.052,551.4577817,N,N,6.8445e-09,,2024478019.6070952,2000034.0,4.2647e-05,2.5739e-06,1609.740795786519,a0000034,,56156.0,,132.12127445583408,4.40723010482278,7.7301e-10,20180323.0,JPL 69,6.1942e-09,3.8769e-05,,2.4673e-08,0.0,12.15,,,2018-01-27,8.51,31424767137.517494,,C,2458200.5,2538.0,1.41701,,Ch,0.1049711046491616,0.24323085,20171008.129753,34.0,MBA,0.357,2.688056229210262,3.359,184.4228860147628,37.09497148862092,Circe,5.498495201113434,2458034.6297529894,,0.707,Ch,2.405887997471001,330.8442400668551,2.02297,0.223638489465072,1.8387e-05,1864-04-28,,6.6892e-08,
4.7907e-05,103.055,58200.0,3.669456112717197,Otto Matic,0.50421,,2637.4152267800396,,,,,35 Leukothea,,6.9323e-06,J2000,,1.201,-7.111389915598152e+17,0.066,513.0934031,N,N,8.9656e-09,,5.480901078698566e+16,2000035.0,2.8859e-05,4.1322e-06,1891.51952520942,a0000035,,57579.0,,131.89076133900198,5.17869822097035,6.9753e-10,20180323.0,JPL 43,7.3134e-09,2.7506e-05,,3.2208e-08,0.0,31.9,,,2017-11-02,8.5,8.522548083071795e+17,,C,2458200.5,2560.0,1.31843,,C,0.2259142594313859,,20160321.5556698,35.0,MBA,0.335,2.993240419945189,3.202,353.7508273664932,139.2108066418442,Leukothea,7.935279180598287,2457469.0556697687,,0.703,C,2.317024727173181,213.3363346082992,1.34409,0.1903231741475904,9.3075e-06,1860-03-11,,9.6471e-08,
4.649e-05,115.204,58200.0,3.585713461454148,Otto Matic,0.45317,,2643.825797315724,,,,,36 Atalante,,9.8016e-06,J2000,,0.532,-31077302400.000004,0.036,374.24649801,N,N,1.4072e-08,,2401016324.116787,2000036.0,1.6547e-05,6.5409e-06,1665.032804907854,a0000036,,55233.0,,132.2112898657862,4.55861137551774,1.2728e-09,20180323.0,JPL 84,1.0789e-08,1.3912e-05,,5.8574e-08,0.0,9.93,,,2017-04-30,8.46,37244168459.27999,,C,2458200.5,1395.0,0.961653,,,0.3042454687006581,0.2882736,20200130.3883903,36.0,MBA,0.363,2.749262732747985,3.207,358.2817396566248,213.3243190233776,Atalante,18.37084247766521,2458878.888390301,,0.713,C,1.912812004041822,47.57863862137647,2.08931,0.2162119562682869,9.4795e-06,1866-02-08,,1.5906e-07,
5.474e-05,108.35,58200.0,3.105083753929915,Otto Matic,0.49413,,2643.8048432206842,,,,,37 Fides,,4.5306e-06,J2000,,1.9,-1.653745394755008e+18,0.1826,464.3459689,N,N,5.9807e-09,,1.4544475401927656e-38,2000037.0,7.6902e-05,4.1124e-06,1568.137616607342,a0000037,,59190.0,,4.512265742851318e-49,4.29332680795987,6.6327e-10,20180323.0,JPL 115,5.0879e-09,7.5969e-05,,3.5024e-08,0.0,7.3335,,0.24,2017-10-27,7.29,2.256132871425659e-37,,S,2458200.5,2387.0,1.19317,,S,0.175482464930219,,20190716.6982788,37.0,MBA,0.414,2.641539832850033,3.371,7.268256161841131,249.6452846146126,Fides,3.071217341964195,2458681.198278794,,0.843,S,2.177995911770151,62.92567693044769,2.19407,0.2295716882162793,1.2474e-05,1855-10-07,,9.2921e-08,
6.7487e-05,92.255,58200.0,3.16441387546943,Otto Matic,0.48863,,2641.4080762917392,,,,,38 Leda,,6.9426e-06,J2000,,0.49,-41076712200.0,0.055,517.9580281,N,N,8.8437e-09,,3170663401.5536227,2000038.0,3.617e-05,4.4534e-06,1656.119717179765,a0000038,,59079.0,,132.09040381458698,4.53420867126561,9.1126e-10,20180323.0,JPL 98,7.656e-09,3.3811e-05,,4.1008e-08,0.0,12.838,,,2017-10-30,8.32,49227824514.46499,,C,2458200.5,1979.0,1.33093,,Cgh,0.1551305757389641,0.38102830000000004,20190404.5323188,38.0,MBA,0.419,2.739442572061674,3.322,295.7303488496358,277.9336896029929,Leda,6.970415798846345,2458578.032318791,,0.726,Cgh,2.314471268653918,169.3729860087375,1.97604,0.2173755896180321,1.4513e-05,1856-01-29,,1.1209e-07,
8.763e-05,179.484,58200.0,3.082064102837291,Otto Matic,0.3829,,2640.2926119704625,,,,,39 Laetitia,,4.4368e-06,J2000,,1.685,-32208020000.000004,0.269,568.8069803,N,N,5.4097e-09,,2.828890306794342e-46,2000039.0,2.7849e-05,4.0292e-06,1685.186250827904,a0000039,,59138.0,,8.788000000000003e-57,4.61378850329337,5.6244e-10,20180323.0,JPL 99,4.8644e-09,2.1778e-05,,3.6539e-08,0.0,5.138,,,2018-01-27,6.0,4.394000000000001e-45,,S,2458200.5,5593.0,1.46159,,S,0.1120953215241699,0.29321162,20200122.8257608,39.0,MBA,0.494,2.77140281339661,3.304,157.0716210069822,216.6940160045353,Laetitia,10.3698457882478,2458871.325760807,,0.898,S,2.460741523955928,208.4816216996968,2.3648,0.2136262385378102,1.8581e-05,1856-02-28,,1.0064e-07,
0.00012334,111.251,58200.0,2.373361153880706,Otto Matic,0.4204,,2652.159695981513,,,,,40 Harmonia,,2.2442e-06,J2000,,0.391,-1.7901675110697533e+18,0.22,452.0948973,N,N,2.8478e-09,,1.5794044664862678e-38,2000040.0,5.7434e-05,3.2202e-06,1246.889028640173,a0000040,,55942.0,,4.884495255306285e-49,3.41379610852888,5.1964e-10,20180323.0,JPL 111,2.7203e-09,4.5432e-05,,3.068e-08,0.0,8.91,,,2017-11-26,7.0,2.4422476276531426e-37,,S,2458200.5,4984.0,1.16169,,S,0.04683341907694057,,20180419.9775098,40.0,MBA,0.432,2.267181301847862,3.61,94.19121193333353,351.9223737569051,Harmonia,4.257206655088366,2458228.4775098334,,0.854,S,2.161001449815017,269.8718794685017,2.79764,0.2887185561273301,3.5607e-05,1864-09-27,,6.9692e-08,
3.1716e-05,205.495,58200.0,3.520433644945121,Otto Matic,0.46699,,2642.9682864248903,,,,,41 Daphne,,5.5848e-06,J2000,,1.881,-45393004200.0,0.059,399.0665931,N,N,7.8271e-09,,3505902557.634938,2000041.0,1.0585e-05,2.0402e-06,1674.607632913072,a0000041,,55142.0,,132.1684143212445,4.58482582590848,7.1694e-10,20180323.0,JPL 119,6.1359e-09,9.2945e-06,,1.9847e-08,0.0,5.988,,0.1,2017-07-03,7.12,54400625689.36499,,C,2458200.5,2149.0,1.02543,,Ch,0.2756153497373516,0.4210663,20170809.8086694,41.0,MBA,0.363,2.759792476368347,3.233,178.0863921083921,48.41067090973662,Daphne,15.79453855750332,2457975.308669389,,0.726,Ch,1.999151307791574,45.84681649885754,1.56628,0.2149757309858669,6.9584e-06,1866-07-13,,5.5463e-08,
3.6975e-05,110.997,58200.0,2.985824579555728,Otto Matic,0.56478,,2649.1924594758743,,,,,42 Isis,,3.3355e-06,J2000,,1.378,-13355600000.000002,0.139,350.65968265,N,N,4.7621e-09,,521519304.44057876,2000042.0,2.3409e-05,3.7542e-06,1394.210590312769,a0000042,,59055.0,,132.47576964046038,3.81714056211573,6.1774e-10,20180323.0,JPL 97,3.8954e-09,2.1972e-05,,3.0035e-08,0.0,13.59,,,2018-02-26,7.53,8073333333.333334,,S,2458200.5,2456.0,0.901045,,L,0.222487203849776,0.15392386666666666,20170228.4093398,42.0,MBA,0.462,2.442417859387784,3.452,84.19528476633381,100.0800299758856,Isis,8.514094706051003,2457812.9093398023,,0.874,L,1.899011139219841,237.3372718295002,2.35395,0.2582106336742426,9.6665e-06,1856-06-20,,7.3112e-08,
4.6199e-05,71.34,58200.0,2.573706389106055,Otto Matic,0.54696,,2654.829663056164,,,,,43 Ariadne,,3.4884e-06,J2000,,1.254,-9309100000.0,0.234,317.56194166,N,N,5.0115e-09,,8.221373464338735e-47,2000043.0,6.9257e-05,4.4851e-06,1194.335762704031,a0000043,,55851.0,,2.5400000000000007e-57,3.26991310801925,8.8039e-10,20180323.0,JPL 105,4.2897e-09,6.8101e-05,,3.8972e-08,0.0,5.76218,,0.11,2017-07-03,7.93,1.2700000000000004e-45,,S,2458200.5,2181.0,0.815998,,Sk,0.1682622063364121,0.0847471,20180124.0138358,43.0,MBA,0.49,2.203021184068787,3.642,264.8154141921272,17.47835052797567,Ariadne,3.471245061286272,2458142.513835809,,0.863,Sk,1.832335979031517,16.19149796986758,2.55223,0.3014227751038313,1.3946e-05,1864-08-03,,8.6465e-08,
4.8805e-05,70.64,58200.0,2.782357864514983,Otto Matic,0.53398,,2648.686890562734,,,,,44 Nysa,,3.5416e-06,J2000,,4.0,6.617183327355739e+17,0.482,420.5448854,N,N,4.7673e-09,,3284552963072801.0,2000044.0,5.7565e-05,3.9538e-06,1378.004353795878,a0000044,,56124.0,,132.45434452813672,3.77277030471151,6.7143e-10,20180323.0,JPL 112,4.1523e-09,5.6285e-05,,3.5457e-08,0.0,6.422,,0.46,2017-10-30,7.03,5.085593609284949e+16,,E,2458200.5,2447.0,1.08062,,Xc,0.1480960231287939,,20180614.215436,44.0,MBA,0.245,2.423453969409714,3.494,131.5520168578599,338.2601870158667,Nysa,3.706499475142831,2458283.7154359524,,0.703,Xc,2.064550074304446,343.2517857195168,2.31087,0.2612473603645278,1.2735e-05,1864-03-02,,8.5732e-08,
9.8414e-05,202.327,58200.0,2.948886753980699,Otto Matic,0.48792,,2641.178428296499,,,,,45 Eugenia,,5.6557e-06,J2000,,2.168,-41939970600.0,0.045,580.1979862,N,N,6.7857e-09,,3237015852.914103,2000045.0,3.9777e-05,3.534e-06,1638.548996082958,a0000045,,55436.0,,132.07892141482498,4.48610265868024,7.5835e-10,20180323.0,JPL 99,6.2591e-09,3.3745e-05,,3.5196e-08,0.0,5.699,,0.07,2018-02-27,7.46,50262384749.44499,,FC,2458200.5,2884.0,1.49086,,C,0.08413681175096842,0.3890359,20181105.4566046,45.0,MBA,0.274,2.720031938790095,3.344,147.6702208753035,310.0262867549822,Eugenia,6.603527364515848,2458427.956604634,,0.676,C,2.491177123599491,88.66576662522033,2.06667,0.2197065823851468,2.1593e-05,1866-05-19,,9.6966e-08,
5.6585e-05,112.414,58200.0,2.958975729849733,Otto Matic,0.53906,,2646.45280408349,,,,,46 Hestia,,4.1933e-06,J2000,,0.737,91496218000.0,0.046,422.8409884,N,N,5.6436e-09,,453774175.6984608,2000046.0,9.3408e-05,3.3343e-06,1465.713779916587,a0000046,,55912.0,,132.3367039699345,4.012905626055,7.0268e-10,20180323.0,JPL 148,4.8163e-09,9.262e-05,,3.214e-08,0.0,21.04,,0.06,2017-05-05,8.36,7031882880.0,,P,2458200.5,2745.0,1.08652,,Xc,0.1717660394798961,0.42573740000000004,20180716.3283612,46.0,MBA,0.226,2.525227417550959,3.432,181.0912092572145,331.6737260732106,Hestia,2.349801663033882,2458315.8283611895,,0.692,Xc,2.091479105252185,177.4250536785769,2.48339,0.2456141198457501,1.3867e-05,1864-04-05,,8.0694e-08,
0.00010513,168.174,58200.0,3.254666857176944,Otto Matic,0.51344,,2638.225563991533,,,,,47 Aglaja,,9.2995e-06,J2000,,1.222,-20438386500.000004,0.082,582.4551722,N,N,1.1297e-08,,2226109483.9119062,2000047.0,4.6945e-05,4.3715e-06,1786.130449830788,a0000047,,57475.0,,131.93127819957667,4.89015865798984,1.0494e-09,20180323.0,JPL 103,1e-08,4.2893e-05,,3.2215e-08,0.0,13.178,,0.16,2017-07-05,7.84,34604342441.987495,,C,2458200.5,2196.0,1.49666,,B,0.12970064432248,0.26858825000000003,20180810.1749341,47.0,MBA,0.3,2.880999381149224,3.276,3.082867687722332,331.7473176227219,Aglaja,4.975619833151318,2458340.674934121,,0.665,B,2.507331905121503,314.5858445207182,2.04524,0.2015530276828913,2.1119e-05,1860-02-24,,9.3963e-08,
0.00013281,216.473,58200.0,3.337677200117841,Otto Matic,0.53731,,2633.515377036596,,,,,48 Doris,,8.3081e-06,J2000,,4.757,-48270532200.00001,0.065,742.4663094,N,N,9.222e-09,,3714812589.705411,2000048.0,3.8573e-05,3.1312e-06,2004.620764692175,a0000048,,57708.0,,131.6957688518298,5.48835253851383,7.4429e-10,20180323.0,JPL 164,8.5968e-09,3.0269e-05,,3.0397e-08,0.0,11.89,,,2018-02-26,6.9,57849159805.96499,,CG,2458200.5,2558.0,1.90782,,Ch,0.0727251601360007,0.4477583,20180407.0807993,48.0,MBA,0.442,3.111400127591571,3.205,183.5624750975253,357.2917133077047,Doris,6.547004426261238,2458215.580799278,,0.716,Ch,2.885123055065301,253.2796861976139,1.88407,0.1795850897789542,2.385e-05,1860-02-27,,9.52e-08,
4.9839e-05,166.252,58200.0,3.798876524873163,Otto Matic,0.57145,,2635.465838495192,,,,,49 Pales,,7.0973e-06,J2000,,2.166,-40875285240.0,0.048,549.1928123,N,N,9.0119e-09,,3148017591.4166217,2000049.0,7.6734e-05,4.0118e-06,1994.514855122455,a0000049,,56107.0,,131.79329192475961,5.46068406604368,6.4227e-10,20180323.0,JPL 74,7.3562e-09,7.6168e-05,,3.8519e-08,0.0,20.704,,,2017-07-02,7.8,48986427126.30299,,CG,2458200.5,2191.0,1.41119,,Ch,0.2250748164556707,0.37915986,20150826.7480758,49.0,MBA,0.411,3.100934305272796,3.18,285.6463039045142,169.5302954709549,Pales,3.171316671697526,2457261.248075805,,0.749,Ch,2.402992085672429,111.145897395787,1.65638,0.1804950206690226,9.3659e-06,1863-11-20,,1.1792e-07,
3.2704e-05,84.074,58200.0,3.407097808806892,Otto Matic,0.52162,,2645.5454482352197,,,,,50 Virginia,,4.2352e-06,J2000,,0.242,-20142696000.0,0.05,346.96178931,N,N,6.107e-09,,1557226508.679611,2000050.0,7.454e-05,3.716e-06,1575.228496917063,a0000050,,58536.0,,132.29727241176099,4.3127405801973,6.1446e-10,20180323.0,JPL 102,4.749e-09,7.4283e-05,,3.09e-08,0.0,14.315,,,2018-01-24,9.24,24139738816.199997,,X,2458200.5,2551.0,0.891543,,Ch,0.2859414024812761,0.186844,20170603.0838497,50.0,MBA,0.347,2.649496938377408,3.33,173.5306104526775,66.94255107223006,Virginia,2.838008907363493,2457907.5838497076,,0.703,Ch,1.891896067947925,200.1401568306677,2.05036,0.2285382728312553,7.5861e-06,1857-10-19,,8.1893e-08,
8.7703e-05,138.159,58200.0,2.523663768433198,Otto Matic,0.45543,,2649.5777470537532,,,,,51 Nemausa,,2.2814e-06,J2000,,0.966,-1.7135028536744776e+18,0.105,471.1992526,N,N,2.8888e-09,,1.3267236251693726e+17,2000051.0,2.9128e-05,2.1141e-06,1328.679496566334,a0000051,,56325.0,,132.49888735268766,3.63772620552042,4.6522e-10,20180323.0,JPL 111,2.7075e-09,1.6963e-05,,1.9161e-08,0.0,7.783,,0.08,2017-11-28,7.35,2.053524083792718e+18,,CU,2458200.5,4943.0,1.21078,,Ch,0.0669652827519709,,20180507.6955902,51.0,MBA,0.482,2.36527261873417,3.525,176.0162144495493,347.6189762090622,Nemausa,9.98015840191143,2458246.19559016,,0.789,Ch,2.206881469035141,2.667319761780496,2.43652,0.2709457028051814,2.3762e-05,1863-09-12,,4.5658e-08,
7.0631e-05,303.918,58200.0,3.434205446660597,Otto Matic,0.52716,,2634.0943989268103,,,,,52 Europa,,7.3559e-06,J2000,,3.501,-184353627200.0,0.057,688.558481,N,N,8.4747e-09,,14190640071.172895,2000052.0,2.6475e-05,2.8717e-06,1987.212434311668,a0000052,,57424.0,,131.7247199463405,5.4406911274789,6.7058e-10,20180323.0,JPL 92,7.6336e-09,2.2896e-05,,2.8444e-08,0.0,5.6304,,0.18,2017-09-28,6.31,220936085736.83997,,CF,2458200.5,2854.0,1.7693,,C,0.1101858643287292,1.7100674666666669,20150926.5433092,52.0,MBA,0.338,3.093360811918714,3.202,128.6081351292185,164.5744576869455,Europa,7.478251006097904,2457292.0433092066,,0.679,C,2.752516177176831,343.6826727000914,1.66369,0.1811582867458743,1.2927e-05,1860-07-09,,8.729e-08,
3.9236e-05,90.893,58200.0,3.156160623057785,Otto Matic,0.48979,,2644.7808699966617,,,,,53 Kalypso,,5.3097e-06,J2000,,0.636,-41267900000.0,0.031,427.5771873,N,N,7.223e-09,,0.0,2000053.0,4.5222e-05,4.5339e-06,1546.752114624858,a0000053,,55560.0,,0.0,4.23477649452391,7.9897e-10,20180323.0,JPL 154,5.9902e-09,4.4468e-05,,3.6978e-08,0.0,9.036,,,2018-02-13,8.81,0.0,,XC,2458200.5,2431.0,1.09869,,,0.2058063579351643,0.3756899,20180724.7530418,53.0,MBA,0.318,2.617468884856793,3.37,143.5570891950456,331.1970039409746,Kalypso,5.170888309046287,2458324.2530418383,,0.705,?,2.0787771466558,313.2923009792048,2.03568,0.2327457622951515,9.0721e-06,1866-01-01,1.0,9.8231e-08,0.0
5.4683e-05,154.137,58200.0,3.248048402354179,Otto Matic,0.47333,,2642.583655565558,,,,,54 Alexandra,,7.6916e-06,J2000,,0.635,-43966229900.0,0.041,451.8536119,N,N,1.0213e-08,,3395212288.8659153,2000054.0,2.0687e-05,4.6935e-06,1630.794788239573,a0000054,,56343.0,,132.1491827782779,4.46487279463264,1.0412e-09,20180323.0,JPL 162,8.5256e-09,1.8331e-05,,4.1439e-08,0.0,7.024,,,2018-01-27,7.66,52690727523.21749,,C,2458200.5,2067.0,1.16107,,C,0.1979036838556222,0.4078315166666667,20190202.9298735,54.0,MBA,0.357,2.711443704638988,3.304,313.2994864563165,290.0373319244222,Alexandra,11.7954510498968,2458517.429873525,,0.727,C,2.174839006923797,344.9555845789817,2.00674,0.2207512573599873,1.1899e-05,1863-10-24,,1.1383e-07,
7.5807e-05,84.794,58200.0,3.153719895332509,Otto Matic,0.51226,,2640.8372411058435,,,,,55 Pandora,,7.3522e-06,J2000,,2.501,1.1444139700596111e+18,0.204,531.4466603,N,N,9.2311e-09,,5150194464360390.0,2000055.0,3.4552e-05,4.1912e-06,1674.548098169049,a0000055,,56104.0,,132.06186205529218,4.58466282866269,9.439e-10,20180323.0,JPL 63,8.0779e-09,3.1515e-05,,3.793e-08,0.0,4.804,,,2017-06-29,7.7,7.997937342109211e+16,,M,2458200.5,2387.0,1.36559,,X,0.1427651429521478,,20190421.9984433,55.0,MBA,0.242,2.759727066215361,3.316,10.38479877329093,275.0819019408823,Pandora,7.180352860523388,2458595.4984433474,,0.704,X,2.365734237098214,5.313717420185171,2.30714,0.2149833739583975,1.613e-05,1863-11-20,,1.0305e-07,
4.0968e-05,121.333,58200.0,3.213748003694151,Otto Matic,0.50524,,2645.7841160841,,,,,56 Melete,,5.487e-06,J2000,,0.947,66179100000.00001,0.057,382.24783321,N,N,7.6924e-09,,298383018.3324408,2000056.0,2.9781e-05,4.3814e-06,1528.234918363317,a0000056,,55742.0,,132.29845588868497,4.18407917416377,8.4578e-10,20180323.0,JPL 102,6.2151e-09,2.8306e-05,,3.4123e-08,0.0,18.147,,,2018-01-24,8.31,4625042240.0,,P,2458200.5,2183.0,0.982213,,Xk,0.2377056080587537,0.30795895,20160614.5859092,56.0,MBA,0.312,2.596536674609294,3.363,192.9930197583773,152.2731027136053,Melete,8.080377248352681,2457554.085909182,,0.697,Xk,1.979325345524438,105.0152810238386,2.08779,0.2355658777811115,9.7349e-06,1865-06-13,,8.8187e-08,
0.00012753,112.59,58200.0,3.509725868796187,Otto Matic,0.48401,,2633.1289615634764,,,,,57 Mnemosyne,,1.0717e-05,J2000,,2.8,-96939250000.00002,0.2149,704.6117435,N,N,1.2272e-08,,8.491253469961985e-46,2000057.0,3.0377e-05,5.4354e-06,2043.224946728857,a0000057,,57774.0,,2.645000000000001e-56,5.59404502868955,9.2413e-10,20180323.0,JPL 30,1.1019e-08,2.0732e-05,,4.9949e-08,0.0,12.463,,,2018-02-25,7.03,1.3225000000000003e-44,,S,2458200.5,2143.0,1.81055,,S,0.1137678899764668,0.88250425,20170204.448033,57.0,MBA,0.41,3.151218400514622,3.143,199.2009588336293,72.512186362364,Mnemosyne,15.215810062935,2457788.9480330073,,0.817,S,2.792710932233057,210.8296937866486,1.95307,0.1761920539274687,2.2578e-05,1859-12-22,,1.5718e-07,
0.00021873,106.517,58200.0,2.816522199804765,Otto Matic,0.46327,,2641.4030685638536,,,,,58 Concordia,,7.4472e-06,J2000,,0.741,-7.852429887629028e+17,0.044,617.3987465,N,N,8.6264e-09,,6.061187354735989e+16,2000058.0,6.7641e-05,4.1392e-06,1621.017503617848,a0000058,,56235.0,,132.09015342819268,4.43810404823504,1.0203e-09,20180323.0,JPL 110,8.2713e-09,4.7674e-05,,3.8911e-08,0.0,9.895,,,2018-01-27,8.86,9.410637312894332e+17,,C,2458200.5,2801.0,1.58645,,Ch,0.04292639833845739,,20200127.5640785,58.0,MBA,0.37,2.700595367316351,3.361,161.1188606768839,209.9688820700478,Concordia,5.065204000972482,2458876.064078477,,0.69,Ch,2.584668534827936,30.4653680763915,2.14177,0.2220827345766092,4.8472e-05,1864-02-09,,1.0417e-07,
8.0111e-05,165.119,58200.0,3.036101862930326,Otto Matic,0.51899,,2641.6124557342478,,,,,59 Elpis,,6.4673e-06,J2000,,4.506,-17654026600.0,0.044,542.4757381,N,N,8.0222e-09,,1925310894.505426,2000059.0,3.042e-05,2.7028e-06,1631.773850457103,a0000059,,56537.0,,132.1006227867124,4.46755332089556,8.744e-10,20180323.0,JPL 104,7.1672e-09,2.5655e-05,,2.6413e-08,0.0,13.69,,,2018-01-25,7.93,29890127674.528328,,CP,2458200.5,2011.0,1.39393,,B,0.1192883326741021,0.23199796666666667,20170506.4280472,59.0,MBA,0.285,2.712528822378365,3.336,170.0296377747481,70.72420175240187,Elpis,8.640935777436665,2457879.9280471834,,0.662,B,2.388955781826404,211.2285402464474,2.429,0.2206188068886841,1.7772e-05,1863-04-11,,7.0528e-08,
4.5442e-05,43.218,58200.0,2.833218377747398,Otto Matic,0.50399,,2649.8536055431086,,,,,60 Echo,,4.7661e-06,J2000,,0.571,-2308950000000000.0,0.373,379.30687552,N,N,6.654e-09,,2.0353374785870615e-41,2000060.0,6.948e-05,4.2588e-06,1352.920226233396,a0000060,,57365.0,,6.300000000000002e-52,3.70409370632004,9.374e-10,20180323.0,JPL 111,5.6224e-09,6.8513e-05,,3.8119e-08,0.0,25.208,,0.27,2018-01-27,8.21,3.150000000000001e-40,,S,2458200.5,2370.0,0.974656,,S,0.1834889528471646,0.021019950000000003,20170304.7135886,60.0,MBA,0.452,2.393954224018244,3.504,191.5938677693692,101.9890939735339,Echo,3.601229332232635,2457817.213588633,,0.854,S,1.95469007028909,271.1428119243162,2.32875,0.2660910769308696,1.2191e-05,1861-01-05,,9.2061e-08,
0.00010549,85.937,58200.0,3.479789848122773,Otto Matic,0.50355,,2636.7045181998,,,,,61 Danae,,1.0901e-05,J2000,,2.151,-21183700000.0,0.203,575.5746466,N,N,1.3442e-08,,1.8580752593297514e-46,2000061.0,2.4386e-05,6.1024e-06,1881.40388901598,a0000061,,55701.0,,5.780000000000001e-57,5.1510031184558,1.1087e-09,20180323.0,JPL 32,1.1521e-08,1.7142e-05,,5.5494e-08,0.0,11.45,,,2018-02-27,7.68,2.8900000000000007e-45,,S,2458200.5,1774.0,1.47898,,S,0.1667127477339852,0.1928497,20200729.9787041,61.0,MBA,0.402,2.982559207380991,3.163,333.7211584495028,195.4461074085541,Danae,18.20835025229726,2459060.4787040954,,0.852,S,2.485328566639209,12.65278601470229,1.92908,0.191346473822954,1.9821e-05,1865-08-27,,1.6342e-07,
7.3665e-05,106.921,58200.0,3.665781465012635,Otto Matic,0.53991,,2634.0004667107305,,,,,62 Erato,,1.2368e-05,J2000,,0.658,-7.942117801250742e+17,0.048,627.9608203,N,N,1.4903e-08,,6.113235622177953e+16,2000062.0,0.000109,4.282e-06,2028.133073423486,a0000062,,40911.0,,131.72002333553652,5.55272573148114,1.0824e-09,20180323.0,JPL 106,1.2748e-08,0.00010829,,3.7502e-08,0.0,9.2213,,,2018-01-27,8.76,9.51812256758904e+17,,BU,2458200.5,2578.0,1.61359,,Ch,0.1690539601151064,,20150806.410494,62.0,MBA,0.378,3.135682004491648,3.188,125.4587855791321,170.3301556915435,Erato,2.228311636533014,2457240.9104940016,,0.708,Ch,2.60558254397066,275.0498699279774,1.74815,0.1775031454875495,1.3354e-05,1906-01-24,,1.1404e-07,
